id	TARGET-40-0A4HLD-01A	TARGET-40-0A4HMC-01A	TARGET-40-0A4HX8-01A	TARGET-40-0A4HXS-01A	TARGET-40-0A4HY5-01A	TARGET-40-0A4I0Q-01A	TARGET-40-0A4I0S-01A	TARGET-40-0A4I0W-01A	TARGET-40-0A4I3S-01A	TARGET-40-0A4I42-01A	TARGET-40-0A4I48-01A	TARGET-40-0A4I4M-01A	TARGET-40-0A4I4O-01A	TARGET-40-0A4I5B-01A	TARGET-40-0A4I65-01A	TARGET-40-0A4I6O-01A	TARGET-40-0A4I8U-01A	TARGET-40-0A4I9K-01A	TARGET-40-PAKFVX-01A	TARGET-40-PAKXLD-01A	TARGET-40-PAKZZK-01A	TARGET-40-PALECC-01A	TARGET-40-PALFYN-01A	TARGET-40-PALHRL-01A	TARGET-40-PALKDP-01A	TARGET-40-PALKGN-01A	TARGET-40-PALWWX-01A	TARGET-40-PALZGU-01A	TARGET-40-PAMEKS-01A	TARGET-40-PAMHLF-01A	TARGET-40-PAMHYN-01A	TARGET-40-PAMJXS-01A	TARGET-40-PAMLKS-01A	TARGET-40-PAMRHD-01A	TARGET-40-PAMTCM-01A	TARGET-40-PAMYYJ-01A	TARGET-40-PANGPE-01A	TARGET-40-PANGRW-01A	TARGET-40-PANMIG-01A	TARGET-40-PANPUM-01A	TARGET-40-PANSEN-01A	TARGET-40-PANVJJ-01A	TARGET-40-PANXSC-01A	TARGET-40-PANZHX-01A	TARGET-40-PANZZJ-01A	TARGET-40-PAPIJR-01A	TARGET-40-PAPKWD-01A	TARGET-40-PAPNVD-01A	TARGET-40-PAPWWC-01A	TARGET-40-PAPXGT-01A	TARGET-40-PARBGW-01A	TARGET-40-PARDAX-01A	TARGET-40-PARFTG-01A	TARGET-40-PARGTM-01A	TARGET-40-PARJXU-01A	TARGET-40-PARKAF-01A	TARGET-40-PASEBY-01A	TARGET-40-PASEFS-01A	TARGET-40-PASFCV-01A	TARGET-40-PASKZZ-01A	TARGET-40-PASNZV-01A	TARGET-40-PASRNE-01A	TARGET-40-PASSLM-01A	TARGET-40-PASUUH-01A	TARGET-40-PASYUK-01A	TARGET-40-PATAWV-01A	TARGET-40-PATEEM-01A	TARGET-40-PATJVI-01A	TARGET-40-PATKSS-01A	TARGET-40-PATMIF-01A	TARGET-40-PATMPU-01A	TARGET-40-PATMXR-01A	TARGET-40-PATPBS-01A	TARGET-40-PATUXZ-01A	TARGET-40-PAUBIT-01A	TARGET-40-PAUTWB-01A	TARGET-40-PAUTYB-01A	TARGET-40-PAUUML-01A	TARGET-40-PAUVUL-01A	TARGET-40-PAUXPZ-01A	TARGET-40-PAUYTT-01A	TARGET-40-PAVALD-01A	TARGET-40-PAVCLP-01A	TARGET-40-PAVDTY-01A	TARGET-40-PAVECB-01A
TCHP	2.26213244	1.397036241	1.442173853	1.561448	1.725173999	1.394075	1.324234562	1.011781859	2.187862741	1.630685036	1.580965513	1.665347288	1.231432408	2.059043722	1.915291	1.78622	1.579759427	1.160339	1.377457	1.613955913	1.839838686	1.285283839	1.367930141	1.3652446	2.337797	1.757108611	1.689120211	2.178842096	1.741359117	1.562034783	2.125022844	1.550014095	1.423363028	1.445038028	1.849319	2.302758	1.680954414	1.41083	1.427069755	1.754203396	2.070732786	1.56817807	1.568567238	1.863819542	1.325328844	1.838427422	1.941219	2.0652621	1.81881	1.484808	1.069908349	2.405502305	1.314174451	1.565645915	1.363563594	1.553409657	2.122705846	1.722291142	1.546116584	1.577634265	1.847836598	1.52371249	2.63691458	1.698218478	1.665392771	1.73530554	2.265676925	1.879078371	1.642747774	1.295488	2.100304906	1.622274431	1.66766509	1.977756163	1.460794977	1.936176203	1.700350934	1.946581156	0.944033813	1.120285578	1.127303106	1.790355	2.054397022	1.71606903	1.088141597
TCP1	6.36806464	5.577872898	5.796234335	4.95428	5.694487437	4.865884	4.697295659	4.360237842	5.414308078	4.672940094	5.441340717	5.392787939	5.16706483	5.359802261	4.598222	4.420644	5.031673086	5.089375	5.525862	5.865131945	5.563936024	5.481831715	4.552026561	5.372819798	5.843798	4.143181146	5.16542962	4.985145178	4.527664662	5.529742877	4.711764698	4.969845808	6.639304528	5.480546265	5.534133	4.461306	5.836742178	5.287188	4.744365642	5.805558164	4.682927186	5.130288431	4.454774698	5.373811749	5.15501248	4.64336559	6.5236	5.05692595	4.80838	4.581647	4.673494238	5.015533251	4.889945602	5.225541014	4.425513015	4.960437572	4.749158796	6.921978953	5.062864288	4.329912915	5.532482168	5.439988751	6.475157859	4.994996	5.24516857	5.485423607	4.864205958	5.437014622	4.085985444	5.946878	4.999025852	5.176566127	5.44685833	5.340694	4.833122851	4.763581543	4.419781567	4.510044124	5.486283173	4.490762648	5.082694075	6.215488	4.18374851	4.382591174	4.129752847
TEK	0.31080543	1.224657734	1.228664795	1.066124	1.029346866	1.110631	1.585731733	1.934365525	1.833051992	0.696171913	1.540969575	3.207627396	0.435735259	2.504874589	1.60985	0.3626663	1.399444565	1.301119	0.4341345	0.682753061	2.008845403	0.951587795	2.071796986	0.1264443	1.500598	1.407243967	0.528471302	1.5360529	1.573762296	1.666074843	0.568226722	1.263515224	0.261229909	1.321812675	0.4273916	2.293017	1.2310637	1.068396	1.146655222	1.894099874	1.046979908	2.960659975	1.238542314	2.404085654	1.852438373	1.529421183	0.5690049	1.33679752	1.53042	1.970743	1.759709791	1.567837462	1.977792791	0.604545816	1.085288675	1.184661154	1.705358681	1.151728955	2.71446534	1.288181352	1.493442391	1.507008078	0.333996118	0.326767425	3.051267681	0.755656734	3.0725346	0.900876466	0.347779027	1.767697	0.999134123	1.183581791	1.660974239	1.663800016	0.634407402	2.587292974	0.877665734	0.578600636	1.28036249	0.691534165	0.785341299	0.09545188	1.578407414	0.56315813	2.041418226
TESK1	2.8231583	4.374483104	3.780730036	3.663584	4.364341302	3.060912	4.267872837	3.4771333	3.644629267	4.027967904	4.408528456	4.596219579	3.637401582	4.363072931	4.921441	3.402026	4.55373526	3.83376	4.003827	2.983112179	3.946815062	3.383317218	3.815442219	3.690774652	3.680482	5.006468588	3.3899935	5.104378598	3.964629667	4.282261867	4.237540775	4.102918431	4.287073297	4.137380562	3.304526	3.859612	3.637285644	3.250249	3.219695153	3.955684776	3.046962452	3.884060595	3.873695101	3.7625508	3.055733614	4.271291202	4.453834	4.19692173	3.779218	3.698641	4.686735821	4.429281193	3.656782364	3.327356828	4.789713604	3.743170248	3.457712476	2.729944252	4.408243113	3.143230135	4.851029388	4.378560175	3.464315391	3.688124396	3.799916203	3.902546358	3.265211832	3.790688643	4.9191589	4.430252	4.732079216	4.658205769	3.59664896	4.782964147	5.019959833	4.119480685	4.580513349	4.018669778	4.238702802	4.517533969	3.17635469	4.372834	4.53301507	4.353076233	3.336883196
TEX9	0.60055522	0.211012193	0.870976194	0.1704379	0.541316585	0.252779	0.565304708	0.452173687	2.208642109	0.146003451	0.161436266	0.231186613	0.40042863	0.306962124	0.2516888	0.5073126	0.306145559	0.06032413	0.4756037	0.178236585	0.345055675	0.069289713	0.167100969	0.151339301	0.5697827	0.22527493	0.648649507	0.168513676	0.532466583	0.341416524	0.193960937	0.325271271	0.34619103	0.2131295	0.380951	0.3163775	0.247198389	0.3375398	0.340619235	0.346417994	0.323543009	0.631709645	0.208891775	0.157949154	0.125915549	0.337083076	0.2588204	1.45691126	0.5107594	0.269871	0.172743517	0.276794405	0.260266587	0.552868871	0.389566812	0.213378391	0.178619043	0.642840175	0.466026688	0.333080194	0.390447578	0.608241513	0.771885579	0.252900029	0.377512488	1.057415612	0.30626224	0.529870909	0.185739709	0.5712399	0.346417994	0.395940218	0.254110242	0.902806803	0.616828167	0.22119655	0.268793675	0.298541019	1.025312343	0.328147114	0.287235865	0.1875144	0.220949004	0.076285443	0.151079473
TGIF2	3.65929667	4.392983657	4.774001598	3.156817	3.538935409	1.896233	2.695526197	2.681854018	3.714223534	3.159177062	3.475642652	3.500789308	2.747859985	3.658074349	3.408331	2.574852	3.161000837	1.836247	2.131622	3.823779926	3.018598569	3.112666775	2.992840926	3.3817402	2.415678	3.484279944	3.641465106	4.045110917	3.160839534	2.812703577	2.395501575	2.668550325	4.199138351	3.522043191	2.994471	3.02455	2.99470643	2.620188	2.812641974	3.445144	3.065865232	3.377609657	4.21248374	3.041803688	2.913684096	3.541898879	4.168281	4.30607263	3.240482	2.972454	3.220469264	2.565670284	2.670069847	2.081441894	1.70252457	2.610865391	2.691936098	5.06756128	2.612446867	2.872178662	3.236890548	3.849148599	3.729324357	3.648177796	3.143458727	3.494837988	3.227356018	3.72702734	3.873419503	2.496156	3.689109025	3.163466529	2.801903615	3.657285575	2.267985166	3.338552775	2.259453283	3.2647616	2.870877587	2.86203474	3.292531464	2.764877	2.787933894	2.732638239	2.734915511
TMEM63A	2.07495064	2.137667457	1.744074962	2.220516	2.001658146	1.780856	1.922045577	1.384768212	2.583206153	2.70838591	2.233734704	5.319491491	1.802854947	2.194685949	2.136487	1.951364	2.199405372	1.843542	1.289893	2.125452734	2.061188633	1.487949337	1.704119443	1.69233792	2.062709	2.577440913	1.754459974	2.798382369	1.351119452	1.711583007	1.644271626	1.772139031	1.255379874	2.076114384	1.606584	1.87692	1.325271271	1.240375	1.160855665	2.764834445	1.75309103	1.464668267	2.352532557	1.501515577	0.97019104	1.585154847	1.775135	2.77068107	1.859413	1.690909	1.387913924	2.083077178	1.570220033	2.298687638	1.156526059	1.523311031	2.056063232	1.044254215	1.368433124	1.79763559	1.612399683	1.77623035	1.616969278	2.272142662	1.563304589	1.465347637	2.267056318	1.595694607	2.204798045	1.96595	2.55640489	2.166361957	2.050188223	2.384105081	1.156526059	2.748332415	1.812867836	1.99146289	2.039068188	2.368293425	1.537842721	1.665211	2.23511432	2.406808748	1.073203272
TMEM67	1.4055023	1.083315502	1.91949264	0.3740657	1.893634025	0.899717	1.153610802	0.779217689	1.423416817	0.346985247	0.785341299	1.251567621	1.954717448	1.118824822	1.623446	1.650213	1.391217808	0.7836662	0.989575	0.969675463	1.383939251	0.883933562	0.758217884	0.704075164	0.5735684	0.529171275	1.271246374	0.588900488	1.822689364	1.481660603	0.89452677	0.778965477	1.456490772	0.832201406	1.337026	1.004322	0.872474197	0.5270703	0.870976194	1.756724433	1.618896412	1.265676925	0.943658824	0.920217066	0.722291142	1.071899932	0.612494	3.23163209	0.8757801	0.3675947	0.469781807	0.713519866	0.651683181	0.366923649	1.559981194	0.743040957	0.909504314	2.145155708	1.313536103	1.122473941	1.021408657	1.019417261	1.309583671	1.939301814	1.045932174	1.268314613	0.97717	0.971589536	1.150884571	1.296193	1.07956585	0.496411216	0.85239842	0.975410079	1.152443048	1.245191393	0.686971077	0.999422807	1.189033824	0.674912553	0.766298324	1.161243	1.370052656	0.93960272	0.811717624
TNKS	2.58265234	2.701349439	3.80240004	3.084285	2.924365971	1.922997	2.036714316	2.240924865	2.674212045	3.319646834	1.99898976	1.47394273	2.258729962	2.54606718	2.914813	1.850639	2.43666824	2.390475	1.618239	2.75815391	2.40599236	1.646070469	1.80467314	1.540275304	2.532816	0.881194737	2.212258044	2.026658438	2.42833002	2.11919015	1.75407509	2.370108469	1.468635446	2.124460486	2.227803	2.163563	2.176673828	2.626019	2.303634645	2.290365421	2.09000653	1.934969337	1.457174003	1.603406772	2.221382181	1.440208075	3.581002	2.63770298	2.660632	3.057762	1.562083643	3.53991564	2.949703004	2.412239566	1.71918344	3.06206989	1.874718289	3.153448671	1.759837596	2.02467428	3.427002689	2.99345699	3.416826233	1.938473998	2.514071749	2.64963845	2.982674208	1.759965391	3.527633387	1.654481	2.156623132	4.283640316	1.971074458	2.331475926	1.80442534	1.896930552	2.078404892	2.143295451	1.993819258	1.368712484	2.084030239	3.137651	1.812785709	1.568518598	1.558022674
TNKS2	2.67964899	3.471239495	3.670205846	3.238817	3.336883196	2.773659	3.569454635	2.945158195	4.2683221	3.536164829	3.534746421	3.241321574	3.370261945	3.880342685	3.272829	3.090481	2.791834904	3.233305	3.050484	2.871252259	3.224302727	2.862133954	2.76701911	1.773616619	4.590836	2.315247399	2.716508087	3.669537063	3.651579865	2.55254922	2.412320873	2.898808141	2.353718496	3.078234084	2.980172	3.255924	3.236400773	2.966633	2.381560255	4.153197331	3.203357792	2.533363998	3.251794823	2.838729952	3.006531422	3.294929471	4.160307	3.36514659	2.926056	3.766468	3.380701747	4.576419344	3.664801381	4.241641914	2.955052366	3.691869117	2.944539894	3.574731263	3.021017707	3.204078098	3.647890091	3.688806995	3.607318476	1.948937188	3.676470527	3.493045232	4.168313092	3.33143293	3.422219543	3.0917	4.544250441	3.90337576	3.358536923	3.648074229	3.058281857	3.40656388	2.395446736	3.068911526	3.030212464	3.012550796	1.380230735	3.100204	2.997960753	3.349237875	2.286112294
TOPBP1	3.44162955	2.455097028	4.532634891	3.081987	3.776114519	3.077431	2.555816155	2.762412603	4.244506551	2.724781221	2.692672685	2.604213688	3.108524457	3.30898696	3.410477	2.548733	2.82558213	3.524753	2.88694	3.100742224	2.653426952	2.858518175	2.181070738	2.158013807	3.543409	2.005723345	3.08236197	3.088599576	4.151858817	3.68810201	2.40672713	3.245450026	2.331103252	2.989720329	3.381145	3.396283	3.563621866	2.369466	2.978799678	4.421984007	2.763411574	3.029647235	2.859472667	2.934893874	2.862709258	2.375373125	2.808364	3.72888918	2.835783	2.979367	2.610558337	4.541248429	2.94865691	3.346403809	3.540448903	2.937909306	2.884187618	3.520434821	2.766595162	3.211463939	3.734991359	3.648108752	3.441549876	2.175492665	3.114333706	3.354945763	3.90014226	2.762348816	3.464393815	2.518434	3.216501428	4.139191145	3.843742705	3.129942384	3.468479053	2.842013361	2.789812702	3.420994335	3.852618144	3.413201404	2.937589215	4.371329	3.691690486	2.408304262	2.430338804
TP53	8.15890956	2.40729836	4.883449755	2.263455	1.078678143	5.03725	3.684022006	2.427686618	2.215802828	4.271276259	3.182517511	3.560873887	4.641025733	3.270035501	5.222731	3.753112	6.772290818	4.51124	2.346418	5.270035501	5.237070346	2.646024373	3.593580855	1.455702026	1.747044	3.191610024	1.438292852	4.765264216	1.897898687	4.475908489	1.578600636	4.173663146	1.232844919	2.812641974	0.7994189	1.77703	2.180625285	2.065951	1.184724621	2.370778063	1.552524629	1.697862762	2.610700062	4.416272278	3.115299644	2.843159786	1.992188	10.68319562	2.194844	2.257916	2.676989478	4.634651347	3.145383996	1.552081911	0.903578215	1.812128519	2.346219402	3.076456482	2.294311961	2.235788319	2.68916495	2.735175542	4.321221001	2.131852846	4.246499298	1.235972083	4.848497755	2.777346066	6.028796765	3.065004	4.695236645	1.779595925	5.041181642	1.804755731	7.708567315	6.918138131	9.032900067	6.188561154	9.16369395	7.884422702	9.488022871	6.885526	6.720590395	11.139074916	8.272636316
TRAF5	1.55723852	1.251628211	2.417677018	1.326825	1.110029093	1.237564	1.624241296	1.009347172	1.567934786	2.151306825	1.335426087	2.272351716	1.860764203	1.678702946	1.758388	0.8145914	2.085764554	0.8370552	0.4388251	1.207518077	1.510961919	0.889161996	1.031112841	0.809167457	0.4588019	1.030477339	0.990737079	1.822118275	1.435415241	1.077721539	0.697684871	1.027366405	1.000504855	1.017066724	0.6878669	0.6026469	0.595599137	0.9099651	0.963622085	1.204265945	1.2429378	1.352927978	1.466026688	1.377734578	0.843340717	1.367650631	1.516923	2.82346405	1.455281	1.384492	0.626672753	0.898634035	0.526269172	0.861081942	0.971957335	0.635336495	1.58501059	1.597602681	0.66120233	0.927972283	0.865522959	1.493442391	1.516216908	1.254896336	1.987721054	1.221877081	1.990809676	1.363339312	1.941143881	1.183201	1.373731722	1.278698482	1.398678716	1.351571796	1.541415716	1.484138131	1.116630912	0.444349024	0.809002775	1.241107975	0.584577731	1.149454	1.356369214	0.789103218	0.759752394
TRAT1	0.28095631	0.378733559	0.202887833	0.2080178	0.17951105	0.1028597	0.130535557	0.02672925	0.063088712	0	0.067087965	0.17466208	0	0.344942091	0.01035019	0.06750105	0.009060468	0.01120936	0	0.034215715	0.119555385	0	0.811471031	0.020768865	0.007913082	0	0.075053365	0.156784908	0	0.096126889	0	0.018634174	0.019346089	0.056722242	0	0.01877659	0.111432005	0	0.027295624	0.048236186	0.014212445	0.14912927	0.176578094	0.218595202	0.03407482	0.117828004	0.05977058	1.85977082	0	0.2849878	0.101112158	0.122473941	0.052972275	0	0	0	0.035201596	0.029841557	0.511872807	0.02219024	0.168000125	0.017921908	0.013926706	0.668573016	1.553114708	0.098015234	0.149519521	0.39154778	0	0.1692837	0	0.012783185	0.008056555	0.599508236	0.050606174	0.033652052	0.200629898	0	0.015497569	0.024886999	1.804920898	0.05269411	0.119688175	0	0
TRIM32	3.05575096	2.286910711	3.321639527	3.117363	2.830823203	2.849058	2.426881962	3.43358711	3.287797323	2.088345161	2.354282886	2.794977238	2.591727283	2.997093651	2.706973	2.798465	3.183502394	1.986775	2.184756	3.285520589	2.972894801	2.398377735	2.60473557	2.480471945	2.80269	2.034779158	3.215942575	2.707767723	2.812806241	3.002270457	2.529696032	2.912458259	1.70986407	2.480963031	3.234685	2.521026	2.779364793	2.33288	2.694568225	3.137929712	3.063761776	3.443580131	2.903886665	3.22607689	2.310049225	2.147599767	2.817071	3.25312702	3.439464	1.803847	2.067328945	2.269033146	2.050954373	2.091835213	2.250567506	2.197330728	2.433547052	2.724824869	2.852737979	2.463596302	3.084302426	2.151144434	2.855710696	2.338823721	2.777872049	2.728290608	2.367315146	3.29551733	2.883523069	2.152508	2.709709706	2.730248664	2.739480903	2.356848079	2.417136896	2.493109297	1.401084302	3.467214258	1.951960729	2.53776819	2.44641505	3.194008	2.619319097	1.640759731	2.602005463
TRIM37	2.48807792	2.757663354	2.652234073	2.614121	2.518434424	1.978489	2.108858956	2.084948665	3.288520985	2.441775601	2.965193236	3.220856164	2.463439362	2.718460269	2.680932	2.9656	1.969491284	1.828835	2.194276	2.170950553	2.291839273	2.630917966	2.397994578	1.482022175	4.370255	1.941782416	3.220438308	2.43554859	2.374455282	2.231708878	1.868489231	2.368600747	2.465817783	2.12551886	3.973097	2.71363	2.624077493	2.241627	2.173031464	2.344743296	3.531606036	2.822607794	2.486740112	2.719752957	2.31823006	3.006369843	2.730314	3.82558213	2.414866	2.995575	2.253717034	2.220856164	1.865918815	2.715541987	2.667369891	2.065951374	2.785404078	2.894352146	2.132478137	1.830579853	2.375817929	3.39609097	3.324767408	2.31605883	2.55924706	3.003584248	3.28479542	3.386341925	2.750263476	2.230265	2.637702976	2.406645508	2.341644241	2.352447809	2.397173185	2.437813648	1.385817545	2.691735146	1.557483614	2.21549223	2.587124922	2.466836	2.289332828	1.890602336	2.015176396
TRIM43	0.31312973	0	0	0	0	0.0176369	0	0	0.028852006	0.018776585	0	0	0.061845307	0.017636903	0.01549757	0.01720929	0.006764782	0.01678155	0	0	0.023184369	0.036327492	0	0.031112841	0.08079408	0	0	0.324349789	0	0.021195425	0	0.027861775	0	0.056860943	0.03463832	0.08270259	0	0.02602097	0	0	0.021337583	0.018064389	0.06377903	0.181675061	0	0	0	0.23192387	0.2967804	0	0	0	0	0.166329818	0.030265443	0	0.103262627	1.041663532	0.038717108	0	0	0	0.121015401	0	0.029276182	0.117163075	0.113833829	0	0.024177814	0.01120936	0	0	0.048096653	0.288299495	0	0	0	0	0	0	0	0	0	0	0.021621858
TRIP4	3.06118863	2.928862982	2.231923873	3.23565	2.585130805	2.357974	2.883483969	2.104906915	2.995810106	2.948021411	2.561252808	2.932817103	3.502279676	3.435601927	2.139469	3.157594	2.252718409	2.128491	2.747624	1.688090817	2.862729092	2.480911346	3.112783523	2.595384306	3.335912	2.925486791	3.024142346	2.849739111	2.542703792	2.887720216	2.342782282	3.168722254	2.705048971	2.794020696	2.615299	2.492879	3.273038394	2.525292	1.878882254	2.413756539	2.368963861	2.922445255	3.509315802	2.602718163	2.328060922	2.914258349	2.997256	3.79475895	3.060324	2.872671	2.242023178	2.283329168	2.55741009	3.020466643	2.33084519	3.018438336	3.073666018	0.401084302	2.814652957	2.172903494	2.846854321	3.10544342	2.687060688	3.328779031	2.947142465	2.871685968	3.66526769	3.501018696	2.338966304	3.237457	2.587749018	0.777198757	2.97707839	2.634151797	3.394033895	2.519692859	2.434348001	2.055993845	2.042749384	2.459877474	3.450709791	2.84557	2.326220933	2.015069322	2.232046713
TSEN2	1.42137143	1.153156788	1.268194823	1.162726	1.358677571	0.9770234	1.154842407	1.206268125	1.512985335	0.846794159	1.542406646	1.357720896	1.493442391	1.143001506	1.329124	0.8943715	1.804094873	1.261591	0.7216789	1.177279996	1.617298483	1.027366405	1.062743429	1.521452826	1.109695	1.398623997	1.332335577	1.278520081	1.335540423	1.09821741	1.379676407	1.071076162	1.591679417	1.085696581	0.6707497	1.78902	1.018135625	1.079634	0.805540107	1.205642742	1.89227444	1.630871383	1.455544225	0.932968242	1.148153179	1.784797099	1.97317	1.87727309	1.900683	1.753818	1.492058265	1.435735259	0.947778352	1.155231116	0.533264313	1.198745582	1.486199493	3.201712266	1.143132156	1.264536431	1.415109632	1.385154897	1.241230036	1.164528861	1.235849577	1.653702091	1.242815884	1.744849979	0.867026632	1.089024	1.266336799	1.816886374	1.112299792	1.525918523	0.897859974	1.784629611	1.421640728	1.317825012	1.324810603	1.380286156	0.731443946	1.942195	0.456175325	3.379385299	0.878843028
TSG101	3.36084182	3.675657881	3.512821038	3.874226	3.635185558	3.756724	3.777514402	2.951681037	3.569734113	3.113167057	3.442240218	4.060739158	3.078182838	4.09797311	3.35589	3.031272	3.980491495	4.071951	4.019257	3.387969051	3.810350555	3.727321476	3.879842973	4.055186976	4.230241	3.096126889	3.646830844	4.089540523	3.991834727	3.988402936	2.845128705	4.03448866	3.80933212	3.582676423	3.970301	3.62129	3.879940969	4.137569	3.336883196	3.879137201	2.64307115	3.210186225	4.188630383	4.119688175	3.619729923	3.25299083	3.956447	3.30180711	4.517843	4.078174	3.91396168	3.352419559	3.432344795	3.483183755	3.146883272	3.930954908	2.961697406	4.455248301	3.746667484	3.271784214	4.164625398	4.44145028	3.444720067	4.108800424	4.156938577	3.733712258	4.012488224	4.148169452	3.583843979	4.167679	3.767103884	3.257418016	3.957403902	3.64653135	3.692605738	3.499246367	3.115965432	3.399676974	3.30956912	2.768269031	3.359408719	4.575869	3.694791066	2.977866042	2.98801203
TTC12	0.5598344	0.753347806	0.073683154	0.04725918	1.449534963	0.8482373	1.25344475	0.293370484	0.896000531	0.725610294	0.591104905	0.584770129	1.25386828	0.550211158	0.3876934	0.0486547	0.78098194	0.415326	0.5160151	0.50873288	0.161565256	0.527570837	0.99703944	0.42867841	1.057346	0.468635446	0.8871353	0.324925784	0.168770384	0.69937395	0.568810415	0.646347015	0.798257933	1.094844104	0.3026408	1.209391	0.635243612	0.8091675	0.359071312	0.748804691	0.644963754	0.872631791	0.662387819	0.543495883	0.702391584	0.514904955	1.557827	1.38078485	1.38852	1.251689	0.72141641	1.353436218	1.191625815	1.113100363	0.440208075	0.908351786	1.346361256	1.146459722	0.509341141	0.132247798	0.498046578	0.830498728	0.848557846	1.323197108	0.652234073	1.061223202	1.459274225	1.107085226	0.898788797	0.7230779	0.988412026	0.882916891	0.853117391	1.184026332	0.455333797	0.981487368	0.6019817	0.999639281	0.187514398	0.526970214	0.01592569	0.7988385	0.757108611	0.194339249	0.106616329
TTC19	3.20507967	2.201727947	2.239734081	4.274344	3.047137003	2.623984	2.405366149	2.440181492	3.737611056	2.70161559	2.933534871	3.352532557	5.364901553	2.930453501	2.726591	2.664073	4.406495854	2.479101	2.145351	4.326256893	3.854644016	1.92747932	3.157545008	4.734931765	3.061275	3.574658613	3.093458765	2.271276259	3.702668624	2.119986907	4.178419858	1.537196653	4.791683858	3.146378255	4.563902	3.933988	3.684134249	2.338225	2.423497496	2.49676911	3.665142597	3.042591811	4.833897018	2.927763742	2.920750621	4.470933763	3.073272	2.8168659	3.122275	3.010798	2.427096581	2.774249407	2.982856712	2.198211245	2.453043407	2.517275693	2.624077493	4.252355101	2.657685732	2.45301706	2.326882449	3.76257206	2.531967777	1.588132944	2.849138588	4.068180658	3.506424222	3.820863123	4.630521963	2.96401	3.440473877	2.271903706	2.736929526	2.124493572	4.359774154	4.352476059	2.182914722	3.651086143	1.480420242	2.224657734	3.64973041	3.148153	2.234562632	3.285979181	2.472799672
TTC8	0.98345881	1.606489607	1.265016749	1.176259	1.471915779	1.416624	1.443182267	1.356876243	1.608525406	1.097273679	1.675183626	1.161629747	0.838992093	1.40958102	1.286585	2.129646	0.965174762	1.565548	0.9758503	1.69014887	1.459798803	1.263214731	1.27100727	1.083928155	1.186944	1.039559557	1.420563246	1.463988577	1.35473424	2.1368148	1.412944073	1.425244442	0.377956634	1.165879789	0.9977621	1.280422	1.150884571	1.521352	1.418999465	1.49015934	1.734655433	1.837135914	1.473319356	1.439889048	2.088039804	1.257010618	1.278282	1.43456151	1.778251	1.485942	1.354847056	1.603786553	1.281371845	2.029523561	1.361150731	1.244156396	1.771885579	2.083213368	1.790855428	1.379510067	1.255802837	1.092748686	1.170630147	0.838911439	1.424545918	1.755314904	2.037909298	2.201539769	1.346247774	1.285816	1.06681251	1.184724621	1.698618554	1.7212414	1.382390583	1.528771332	0.984042426	1.401575859	0.618802465	0.501719377	1.284632576	2.296046	1.33107458	2.816845425	2.424384672
TTLL12	4.34236985	4.223723724	4.106591205	4.376513	1.530670075	4.384658	3.982327386	3.468244433	3.821291834	3.705336561	5.095667074	4.192186273	4.463033855	3.97554765	4.50808	2.594047	4.389594344	3.845651	3.296634	4.353196238	3.321293169	3.752170541	3.328147114	4.074702372	3.997934	4.112449933	4.801546703	3.506995388	3.447658536	3.023947254	3.071762669	4.016701335	5.692700579	3.724333761	4.007169	3.574162	3.061275055	2.993131	3.398569276	4.13395801	3.673986003	3.008773707	3.766743558	3.28433645	3.559002266	4.062760695	4.612529	4.6731663	3.774112	3.206534	3.585539463	3.084625582	3.489247482	3.657948631	3.605032009	3.106532581	3.973133665	4.750520755	3.716716592	4.01834931	3.430766983	2.722990545	4.22665495	3.765672644	2.737773277	4.564030563	2.67337551	4.222255874	4.051206765	3.848147	3.80227595	2.837660728	3.281935589	2.205705292	4.858935843	4.348494472	2.986137844	4.654086053	4.614621513	2.997220136	2.821404095	4.744565	3.37313312	4.037057096	3.699473899
TTLL5	2.83197855	1.685850468	2.437440824	1.235176	1.917049787	1.636636	1.484705299	2.556086022	2.436854764	1.437121184	2.321610667	1.64791311	2.039524465	1.637702976	2.233029	2.157302	0.926303112	1.328205	1.774545	1.837216667	1.941782416	1.805168614	1.763921421	0.926151273	2.514955	1.895147484	3.077277186	2.479437533	1.804920898	1.922007507	1.902034978	2.139011008	1.198116929	1.767739536	3.10484	2.907218	1.71026093	1.721154	1.904696031	2.247593377	2.638097013	2.613225166	1.809867145	2.030124161	1.740495874	1.21119914	1.458487	2.60328807	1.846674	2.410233	1.024248748	2.209734079	1.460794977	1.541267018	2.025170576	1.503501393	1.788100998	1.913339435	2.131622407	1.887642241	1.75309103	1.490878146	2.653862565	0.8064478	1.633663697	2.540820831	2.920178947	2.572574423	1.63254742	1.346021	1.544633753	1.66489238	2.265676925	1.916858765	1.674189443	1.601934173	1.8064478	2.261079432	1.400210007	2.103363351	2.619413011	1.484344	1.489286023	1.898595342	2.171527106
