id	TARGET-40-0A4HLD-01A	TARGET-40-0A4HMC-01A	TARGET-40-0A4HX8-01A	TARGET-40-0A4HXS-01A	TARGET-40-0A4HY5-01A	TARGET-40-0A4I0Q-01A	TARGET-40-0A4I0S-01A	TARGET-40-0A4I0W-01A	TARGET-40-0A4I3S-01A	TARGET-40-0A4I42-01A	TARGET-40-0A4I48-01A	TARGET-40-0A4I4M-01A	TARGET-40-0A4I4O-01A	TARGET-40-0A4I5B-01A	TARGET-40-0A4I65-01A	TARGET-40-0A4I6O-01A	TARGET-40-0A4I8U-01A	TARGET-40-0A4I9K-01A	TARGET-40-PAKFVX-01A	TARGET-40-PAKXLD-01A	TARGET-40-PAKZZK-01A	TARGET-40-PALECC-01A	TARGET-40-PALFYN-01A	TARGET-40-PALHRL-01A	TARGET-40-PALKDP-01A	TARGET-40-PALKGN-01A	TARGET-40-PALWWX-01A	TARGET-40-PALZGU-01A	TARGET-40-PAMEKS-01A	TARGET-40-PAMHLF-01A	TARGET-40-PAMHYN-01A	TARGET-40-PAMJXS-01A	TARGET-40-PAMLKS-01A	TARGET-40-PAMRHD-01A	TARGET-40-PAMTCM-01A	TARGET-40-PAMYYJ-01A	TARGET-40-PANGPE-01A	TARGET-40-PANGRW-01A	TARGET-40-PANMIG-01A	TARGET-40-PANPUM-01A	TARGET-40-PANSEN-01A	TARGET-40-PANVJJ-01A	TARGET-40-PANXSC-01A	TARGET-40-PANZHX-01A	TARGET-40-PANZZJ-01A	TARGET-40-PAPIJR-01A	TARGET-40-PAPKWD-01A	TARGET-40-PAPNVD-01A	TARGET-40-PAPWWC-01A	TARGET-40-PAPXGT-01A	TARGET-40-PARBGW-01A	TARGET-40-PARDAX-01A	TARGET-40-PARFTG-01A	TARGET-40-PARGTM-01A	TARGET-40-PARJXU-01A	TARGET-40-PARKAF-01A	TARGET-40-PASEBY-01A	TARGET-40-PASEFS-01A	TARGET-40-PASFCV-01A	TARGET-40-PASKZZ-01A	TARGET-40-PASNZV-01A	TARGET-40-PASRNE-01A	TARGET-40-PASSLM-01A	TARGET-40-PASUUH-01A	TARGET-40-PASYUK-01A	TARGET-40-PATAWV-01A	TARGET-40-PATEEM-01A	TARGET-40-PATJVI-01A	TARGET-40-PATKSS-01A	TARGET-40-PATMIF-01A	TARGET-40-PATMPU-01A	TARGET-40-PATMXR-01A	TARGET-40-PATPBS-01A	TARGET-40-PATUXZ-01A	TARGET-40-PAUBIT-01A	TARGET-40-PAUTWB-01A	TARGET-40-PAUTYB-01A	TARGET-40-PAUUML-01A	TARGET-40-PAUVUL-01A	TARGET-40-PAUXPZ-01A	TARGET-40-PAUYTT-01A	TARGET-40-PAVALD-01A	TARGET-40-PAVCLP-01A	TARGET-40-PAVDTY-01A	TARGET-40-PAVECB-01A
CENPJ	1.93692998	1.248291938	1.928502979	0.9520353	1.631337144	1.346078	1.370833848	0.738551687	1.833497337	1.286526343	0.523863009	1.300885149	1.743773454	1.766722359	1.257252	1.163821	2.440899059	1.043834	0.8976277	1.044883678	1.721766366	1.555718009	1.352984458	1.95069236	2.021835	0.952780844	1.230633421	1.364348307	1.737556978	1.841651143	1.189603197	2.10701825	1.123202659	1.302757716	1.188464	0.9591766	1.828509727	1.354057	1.072791818	1.609329465	0.844064215	1.267176203	1.758345822	1.236094579	1.172231469	1.411588947	1.466966	2.12561804	1.162983	1.887057	1.332908393	1.450643815	1.226261894	2.052346331	2.5922537	1.630731625	1.375956902	1.41267315	0.851199339	1.353944279	1.207643013	1.31016559	2.097813029	0.883542619	1.569150794	1.858100386	2.313652188	1.727833346	1.812703577	1.867778	1.547005551	1.571094276	2.217665011	1.510354341	1.155036775	1.11189934	0.859890059	2.599984232	1.269751322	0.724737573	1.487846464	1.649661	1.218719182	1.286644621	0.975776906
CEP135	2.20945337	1.194717463	2.235022387	0.8777442	1.269811154	1.110965	1.272142662	1.375678942	1.275066662	1.026587622	1.328836464	1.260808535	1.577150837	1.561497221	0.9696755	1.358227	1.785425004	1.163306	0.9776829	0.880803052	1.35901507	0.83017418	0.984990296	0.649845352	1.418406	0.553065544	1.198179807	1.34619103	1.959325039	1.741013882	1.118359726	1.352927978	0.975336702	1.161823203	0.9514386	1.054501	1.053806444	0.8769589	0.971221642	1.060393312	1.827493874	1.600507645	1.883777198	0.66293464	0.936063102	1.517930742	1.00992	1.84438565	1.32648	1.140582	0.634221512	1.062259894	1.219091058	2.441802155	1.824156844	1.302816194	1.498148726	2.312897473	1.865245796	1.477884522	0.742523677	2.127270084	1.611786162	0.649293547	1.645517218	1.559296014	1.219958398	1.657640005	1.239336935	2.223762	1.856188951	1.16889872	1.586212295	2.331275267	2.22437991	1.460742564	0.880959739	2.01235413	1.165172318	1.153870175	2.286053134	1.419215	1.254231207	1.78098194	1.36418019
CEP152	2.3101365	0.794686184	1.706994616	0.6365434	1.643579166	1.628494	1.034004368	0.926986188	1.582989469	1.238358878	0.74381653	1.184026332	1.942608336	1.552180304	0.8195047	0.8329305	0.826355268	0.6309645	1.14496	1.223484334	1.028639871	0.821873453	0.677801374	1.301119353	1.234256	0.551491409	1.21263159	1.009992048	1.12631213	0.87034499	1.89452677	1.53540603	1.964620426	1.616781127	1.164722	0.9537495	0.923339372	0.7762725	0.616075342	0.974749554	1.411588947	1.646992084	1.047119549	0.717736734	0.865285394	1.221505922	0.9277448	2.69630547	1.196166	1.097004	2.024567909	1.485323774	1.595599137	1.644594661	2.177152403	0.786596362	1.441589712	1.110430064	1.089091319	1.104605043	1.371056968	1.638537279	2.079497584	1.22650853	1.418945512	1.865166596	1.382556591	1.252960563	0.777872049	1.155102	1.645378872	1.900760564	1.198305554	1.470458774	0.865602139	1.2829142	1.328376934	2.640574657	1.206455686	1.851159352	1.53291536	1.226447	0.959399235	0.287235865	0.493442391
CEP164	2.10698476	1.602789413	1.7747976	1.939038	2.535032703	2.041383	1.727528424	1.423900825	1.542654272	2.049073097	1.560421495	1.711583007	1.794894086	1.973023425	1.51924	2.048655	2.120152843	1.650397	1.377401	1.987320866	2.461135615	0.955015156	1.609140315	1.64316353	2.062674	1.45691126	2.161307264	1.846954584	2.284573356	2.048550084	1.655809754	1.47430624	1.869279207	1.607342151	1.507871	1.940956	1.368153711	1.020698	1.460113459	2.363703752	2.102053383	2.015782997	1.786889053	1.70323362	1.428303218	1.352363057	2.95017	1.9119983	1.497331	1.906852	1.368991789	2.109427427	1.744677789	1.358396262	1.344374033	1.667347181	1.94204526	2.172903494	1.58990727	1.629706322	2.275632874	1.487949337	1.63978783	1.671383963	1.5290713	1.813524689	2.216020206	2.515132109	2.611715355	1.68921	2.282321182	1.601030869	1.858100386	2.57944568	1.830255324	1.873301374	1.894487967	2.057103637	1.331991778	1.812292845	1.781947164	2.073957	2.059286049	4.628032814	1.657136918
CEP170	2.47152565	2.560323662	2.681651656	2.830823	2.568105089	1.825175	2.940053962	1.914449716	2.678409997	2.256829515	1.979476643	2.362161258	2.285283839	2.721678885	2.101616	2.18593	2.634709423	2.051651	1.212383	2.812600905	1.935233425	1.79879708	1.723820647	0.84655349	1.925848	1.262854058	1.66293464	2.463020773	2.655374728	2.049386813	1.5431989	2.156493699	1.507820006	2.360420466	1.837338	1.584482	2.021053252	1.800538	2.167550617	2.562840751	2.035412768	2.333824427	2.160984708	1.711891318	1.366308224	2.335797646	2.174055	4.22107278	2.035272	2.313884	1.739675315	1.634360932	1.748461233	2.388878339	1.514400039	2.210482381	2.284780616	2.537942091	2.450115897	2.061637969	2.015675968	3.171751259	2.937796341	1.654664667	2.410449655	2.214591118	2.16937988	2.644756151	3.127682799	2.634686	2.692181669	2.262042212	2.562987243	2.445726703	1.721941313	2.507160349	1.758388465	2.070354978	1.655168618	1.828631582	1.168000125	1.943659	2.162048868	1.486044993	1.665892988
CEP192	2.20670573	1.402503901	2.595551399	1.555325	2.279411863	1.998051	1.988084764	2.281193775	2.414541488	1.638490942	2.25344475	1.93164524	2.661612802	2.599055895	2.13583	1.847436	2.569734113	1.78714	1.220887	2.200975089	2.51412226	1.869752986	1.514501036	1.013569453	3.329927	0.791689067	1.658554261	2.41983549	2.43909117	2.191846866	1.017280568	2.611408481	0.983531776	1.916361989	2.260146	1.458277	1.913952109	1.648834	1.703676599	1.784294578	1.974419179	2.096126889	1.948301812	1.476796419	1.209765266	1.806777729	2.045688	2.17152711	1.961697	2.154	1.380064459	2.669593751	1.894837161	2.429642743	1.690729962	2.400701863	2.092072095	2.206236862	1.435681927	1.728268837	2.510278376	1.661521596	2.648258343	1.641361056	1.783205182	1.925353858	2.535505567	1.750949452	1.850079296	1.662752	1.596124144	2.478247041	2.417244936	2.999206299	1.687374284	1.634779111	1.235481995	2.664073184	2.412347974	1.550260419	1.784964567	2.459353	1.785801615	1.337197281	1.152053587
CEP250	2.36650407	2.381311063	2.101213033	1.347779	1.847916755	1.104605	2.384933947	0.799418922	1.399991351	2.088718288	1.472799672	1.318981991	2.236247684	2.284632576	1.720103	1.716596	1.512530314	1.301763	1.508429	2.068189259	1.477884522	1.452542723	1.625176957	1.774080691	1.129481	1.081135072	2.210201813	1.893905789	1.624989873	1.45638563	1.317651385	2.346644922	1.258518925	1.604545816	1.505535	2.242359	1.570851483	1.294782	1.736734744	1.952109875	2.925030969	1.831715132	2.332593373	1.696439021	1.445514838	1.761880954	1.474929	2.09000653	1.233581	1.947442	0.949871056	1.478195258	0.973280639	2.262793937	1.317246174	1.860327197	2.194402292	2.428946345	1.445461867	2.173223397	1.412727339	1.676312548	2.523085161	1.945457883	1.417812018	2.136257022	1.911768268	2.524189078	2.617486566	1.599413	1.866670641	1.964102854	2.341160301	2.040682059	1.543149397	1.977463111	1.307486815	2.477703229	1.460690149	1.601839115	1.654435541	1.697151	1.649799377	2.040506725	1.868844774
CEP290	1.40141203	1.040401515	1.472019794	1.467332	1.764303687	1.233397	1.742609903	0.813278405	1.114233744	1.500547137	0.560225822	0.886042823	1.350893227	1.500954981	0.8899407	1.762646	1.64519439	0.9364401	0.8388308	1.331303934	0.931531784	0.488617835	0.743040957	0.952929906	1.192889	0.513086431	1.118226814	1.818441576	1.578745536	1.485478351	1.882799537	1.193077822	0.772645803	1.350666966	1.243243	1.312956	1.340505301	0.9394523	1.320138043	1.069014678	1.789228446	1.55345881	1.676357687	0.551097606	0.726656863	1.511923396	1.599699	3.49159659	1.095654	1.449112	0.538637485	2.120186028	1.483519148	1.658508562	1.190172345	1.119754565	2.188527527	2.546437663	1.216051258	1.870700076	1.415920879	1.484550639	2.889220416	1.210825223	1.276377553	1.389291462	1.559834397	1.352702036	1.81954557	1.077243	1.489388793	1.402503901	1.801613954	1.891069164	1.159500022	1.812580369	1.257010618	1.879901771	0.945532795	0.945233123	1.468322644	2.01382	1.25102219	1.021906077	1.286348908
CEP350	2.8277987	2.004537347	2.815677889	2.645217	2.56193706	1.686657	2.330443668	1.745882689	2.693921791	2.579204289	2.24771489	2.062121712	2.192699178	2.56352425	1.180148	2.347949	2.301938767	2.195285	1.114967	2.537022662	1.759496755	1.630498666	1.807396141	1.437440824	2.182788	0.829281298	1.668436864	2.59490679	2.987211705	2.028958062	1.596935142	2.308331748	1.155036775	1.920102707	1.757791	2.707392	2.094979187	1.436855	1.829118896	2.315624192	3.18100711	2.236339539	1.864612079	1.839314663	1.352645545	1.833335409	2.245526	2.79780157	1.906814	2.590243	1.618332639	3.132938705	1.939865962	2.862788592	3.289332828	3.133415566	2.42913387	2.247593377	2.648442433	2.687620632	3.284662185	2.696572556	2.679603955	1.782911743	2.690864027	2.226755123	1.929071364	2.791147257	3.091073543	2.648166	3.312345701	2.614592068	3.06484837	2.770955871	2.504417003	2.090819564	1.702081237	3.689299161	2.564548892	2.405692901	0.947927931	2.806468	2.206768235	2.126212995	2.097610797
CEP55	3.94233621	2.623820051	3.027047863	1.988267	3.649833859	2.137471	1.805044761	2.520296518	4.172151445	2.278936315	2.691065101	3.573859222	3.924213928	3.184216808	3.143883	2.50429	1.97368474	2.513567	3.242785	2.737124282	2.678838133	2.915578263	3.178252522	2.731465669	3.815442	2.534385375	3.533874777	4.12651864	3.75305893	3.379038666	2.417487999	3.615298579	2.880509218	1.838145003	3.60598	2.851039	2.977115035	2.8355	2.127501219	3.309132522	3.113500481	2.154356373	2.975703548	2.944314991	3.207111961	2.894449162	3.720344	3.30830262	3.084336	3.434174	2.494210777	4.187775663	4.48993464	4.564713498	2.411887184	2.396186896	3.306758026	1.868607755	2.733679724	2.187419381	2.833436616	3.091107404	3.068567635	2.373676049	3.221614187	3.841037176	3.744118029	3.344558676	3.775092694	3.465426	4.041672292	4.187918152	3.629030155	3.141023991	3.527295583	2.19792828	3.011960719	2.722291142	4.405468267	2.158692486	4.673935138	4.042627	3.053250385	2.654114703	1.534310665
CEP57	1.91632377	2.06997707	2.853337005	2.407434	3.018723183	2.981597	2.540399306	2.301558383	2.324609015	2.649615459	1.782744036	2.060704577	1.85371626	2.392537245	2.010028	2.714311	2.568469956	1.274888	1.910349	2.754930248	2.836671496	1.85431488	2.221660583	1.56963691	3.511658	1.098689044	2.450511854	3.269691488	3.035236793	2.739848103	2.14974712	2.172423508	1.865404181	3.086546014	2.969289	2.271007	2.510734107	1.995955	1.849118567	2.787599627	2.038717108	2.973648008	1.987975661	1.866077126	2.224719466	1.929298656	2.913799	3.20454767	2.430473	2.872376	2.074950644	3.207721092	3.077191717	2.205924198	2.425888934	3.354494476	2.519818642	3.155425432	2.433867485	2.928029153	2.920045524	2.947105052	2.938473998	1.748547105	2.699351738	3.393210243	3.403335901	3.415339532	2.648074229	2.533588	2.998376054	2.554588852	3.016692422	3.783184224	2.811964175	2.14381787	2.529820947	2.990156167	2.318114344	2.314667526	2.04704973	3.392139	2.347977403	2.860982656	2.052102836
CEP63	1.16079114	1.352080514	1.973243897	1.612919	1.788643953	1.824279	1.685671089	1.183962835	2.155198728	1.637934776	1.376512661	1.118957679	1.141694362	1.59779335	1.114367	1.464041	2.233489301	2.047399	1.860327	1.212569339	1.578938713	1.669072133	0.935007067	1.386148755	1.484551	0.862193478	1.525718114	1.691891445	1.466809811	1.651223943	1.729835517	1.672244287	0.523863009	1.97199411	1.455071	1.656176	1.74824653	1.644641	1.368377246	2.427418449	1.630079244	1.44429601	1.638120188	1.428410425	1.179001399	1.529321225	1.442811	2.60250439	2.210856	1.631291	1.789687524	2.765916586	1.994615927	1.836126118	1.323831197	1.708849377	1.630172459	1.8812339	1.456070161	1.810607621	1.714707106	1.885027637	1.476589068	1.037733627	1.849759124	1.799999066	2.202072875	1.50807364	1.849318771	0.9021122	2.169892941	2.383607534	1.94016675	1.824930745	1.751120896	1.66848225	1.437813648	1.486096494	2.245282681	1.905581959	1.25658801	1.76774	1.408766199	1.621336886	1.372060582
CEP68	1.60065036	1.926796477	2.461502367	2.144895	1.351232551	1.912535	1.793271654	2.043764442	2.109728291	1.643671513	2.554023941	2.504417003	1.576280258	2.439436971	2.246864	1.934366	2.76852312	1.742092	0.9090434	2.205142241	2.279619866	1.838951767	1.767739536	1.948189658	2.605968	1.711362745	1.510303698	1.886472109	2.686209157	2.111732452	1.540275304	1.574828124	1.516519498	2.313449034	2.236278	2.070733	1.878999928	1.990338	1.944071307	2.465190888	2.503017921	2.23103297	2.191499484	1.935044795	2.00543592	2.093593978	2.701815	2.04973531	1.943171	2.297162	1.689746438	2.600959532	2.389649406	1.821628589	2.091598292	1.476174277	2.044219237	3.307996748	1.997798211	2.286112294	1.870700076	2.086681877	1.193014721	1.686343643	2.479515139	3.234210054	2.728791253	2.470016178	2.143164816	2.017958	1.796265489	2.402449327	1.987393636	2.145840462	1.995448338	2.620609869	1.373954395	2.646485269	1.967279296	1.080657663	1.751806465	3.033899	1.764770764	1.509290462	2.580820836
CEP70	2.72809466	1.810525365	3.126708602	1.451383	1.991317757	2.217169	1.462418837	1.176258935	3.033440622	1.391217808	1.642239466	1.641222311	1.697996166	1.898750108	1.031113	1.483158	1.577875919	1.155231	2.239001	1.94519566	1.494210777	1.420132027	1.260748328	1.899407681	2.176546	0.747859985	1.91046405	1.225460037	2.322014654	2.231493851	0.622742976	1.996424904	0.622555576	1.870305531	1.899137	1.890408	2.064951812	1.78266	2.054327554	3.122738972	1.776609369	1.471551666	1.66766509	1.82019939	1.748332415	0.767400556	1.587749	3.55444151	2.209391	1.280422	1.635290054	1.8681336	1.97753638	1.596028702	1.730270405	1.260085892	1.478713002	3.012193202	1.925467801	1.769475554	1.49978212	1.630079244	1.724213687	1.024035935	1.788435148	2.164850625	3.141923198	1.299127408	2.177407578	1.01078	1.756468257	2.226693479	1.930472425	1.917775441	2.511189695	0.667029201	0.897550233	3.096126889	3.095181789	1.648603493	2.018954579	3.544003	2.022758398	0.818277949	0.838346737
CEP72	2.20263713	0.79360461	2.244339096	0.9264549	1.580290229	1.392372	0.690372395	0.652601218	0.865126995	0.514400039	1.322389683	0.445938537	0.863145543	1.755058478	1.421102	0.555129	1.883425316	1.160727	0.626953	1.671791548	1.187134291	0.687508661	1.247259163	1.119953718	1.045093	1.079019633	1.358002337	1.785299444	1.71453128	1.226015216	1.014783753	1.537395474	1.17466208	0.895457741	1.232784	0.9957378	1.038365942	0.3177671	0.696973088	1.225460037	1.031112841	1.078473209	1.715585914	0.986811375	1.064124065	0.644225472	1.389897	2.17018146	0.5497185	1.086172	0.707701473	0.876880337	1.066537002	0.643302088	0.784252693	0.618426617	1.017351842	1.868173119	0.750692249	1.19181529	1.232537969	1.592205852	1.120285578	1.01564029	0.348232419	1.292016034	1.502890664	0.856547538	1.258940968	1.386094	1.758857461	1.380009029	1.346474729	1.074710934	0.688762244	1.054987358	1.086036414	2.524239236	3.250052025	0.470719061	1.137569099	2.467984	1.042644337	0.45301706	0.551589842
CEP76	1.93107787	1.178873958	1.863026569	0.9485261	1.718964336	1.049491	1.124725152	1.732095501	1.655443425	1.170566057	1.43909117	1.329755086	1.621805735	1.873498251	1.688628	0.9348561	1.223298973	1.055682	1.344942	1.530520266	1.576763978	1.376901565	1.320773477	1.270170093	2.287029	0.546462358	1.209266193	1.391712738	1.789645796	1.68746387	0.789270186	1.861081942	1.198242682	1.587557017	1.860089	0.9273655	1.320600205	0.9582116	1.049770152	1.325559113	1.724301014	1.44905948	1.221753372	1.10514166	1.015212085	1.237196574	1.852239	1.96535949	1.370443	1.586885	1.744074962	1.456806149	1.327687364	1.671972661	0.875622813	1.620257955	1.280778192	1.610085818	1.466339988	0.859015385	1.785215732	1.456490772	1.813319455	1.399717984	1.298482366	1.384823459	1.495848633	1.138093596	1.365468586	1.285639	1.199562421	1.361656083	1.445885582	2.249232941	1.033158667	1.05429282	1.506449612	1.415920879	1.25664839	0.996750279	0.93644007	0.8115532	1.182056609	1.005831115	0.468843943
CETN1	0	0.014355293	0	0	0	0	0.009347172	0	0	0	0	0	0	0	0	0	0	0	0	0.048933645	0	0.034779158	0	0	0	0	0	0	0	0	0	0.039699918	0	0.054501216	0	0	0	0	0.026162654	0	0.020484422	0	0.020626651	0	0	0	0.0432045	0.22255729	0	0	0	0	0	0	0	0	0.025454096	0	0	0.031818626	0	0	0	0	0	0	0	0	0.112366523	0	0	0	0.011638756	0.245130531	0.029276182	0.094911647	0	0.037593076	0	0.170437869	0	0	0.079429315	0	0
CETN2	3.25746328	3.210575891	4.256203026	4.180975	3.567229032	3.150153	3.754962307	3.655615154	5.525323477	3.745269607	3.45638563	4.601732167	3.838931603	4.510594871	3.364068	4.228365	3.536649754	4.283181	3.475383	4.327205907	3.275841423	3.955377906	4.796696381	4.759512734	4.866097	4.662615686	4.420974131	4.420293749	4.257644299	3.893828147	4.33730434	4.268359532	4.477424769	4.714355433	3.912171	3.743763	4.220477003	3.879529	3.968975457	4.040717123	4.111248368	5.133555306	4.139715053	4.166747576	4.374469193	4.060436547	3.932279	2.93398801	5.043419	4.611084	3.967353084	3.893002949	4.178005467	3.912257046	3.888743249	4.198690586	4.080453011	4.131210818	4.322663682	3.702834822	3.901011674	3.598186525	3.013748091	4.537668808	3.833335409	3.711660091	4.536301619	5.298533687	4.091835213	2.89724	3.44004857	3.306043456	3.674517147	3.685996196	3.087428895	3.78120232	3.696806213	4.213541702	4.303050085	3.359563337	4.170590091	3.281223	3.706674207	4.097796178	3.74934118
CETN3	1.63222168	2.168224826	1.455807217	1.828103	1.911116306	2.043694	1.721022608	0.900026299	1.897008026	1.936741574	1.12465899	1.756937877	2.692226314	2.533363998	1.07382	1.505942	2.6377957	1.90049	2.273963	2.435121828	2.219958398	2.282380495	1.692695	2.809784846	2.321437	1.052415894	1.630591854	2.703122854	1.386866115	1.819627313	2.359549282	1.883229789	2.36353556	2.982947955	2.374177	2.204109	1.577005777	2.057658	1.581206609	1.838830781	1.31016559	1.947703556	2.819095896	1.635429371	1.919835834	2.37715152	2.057935	3.32213006	3.394747	2.926531	2.257070981	3.000613015	2.670953608	1.501311749	1.096126889	1.531468799	2.46286377	3.105326076	1.940880872	1.433867485	2.324493809	2.49441561	2.575675379	3.033722522	2.240497517	1.59779335	2.297396872	2.651109111	1.823382527	2.245465	2.629146758	3.156687845	2.00367419	2.786742715	0.922197848	2.2450088	2.312461881	1.616028277	1.286112294	1.544435927	1.843823089	1.959177	1.681943947	2.009669646	0.599984232
CHD3	3.85384598	3.3357262	4.658805579	3.329899	4.243052087	4.457647	4.421061681	4.367608699	4.450445868	5.030530308	3.912994691	4.975322944	5.921574386	4.635795014	4.707166	2.88575	5.802273364	2.906717	3.495734	3.645782344	3.101633269	3.373174891	4.530332981	5.258624447	3.311183	5.99402073	3.997834333	3.494825191	3.265661925	3.595169444	4.626287266	3.39035127	2.921150658	3.470237493	3.472215	4.174614	4.344345625	2.774777	3.078541524	4.809630524	4.686001801	3.429080294	3.666233946	3.524552685	2.928768253	5.224607575	3.916926	3.85840877	5.598291	2.944128	3.013676638	3.56839699	2.824930745	4.952296287	3.561081695	3.546919148	3.500151929	4.46577861	4.634819761	3.445488353	3.052450674	3.852897744	4.890227791	5.774228319	4.148649441	5.687715801	3.57706622	3.199499604	4.055707588	5.393605	3.339108873	3.64919006	4.12568416	3.27866875	5.394119665	5.379638289	2.920617251	4.384657711	3.84329046	3.890884396	4.435041797	4.511152	3.231647445	5.057723189	3.783372835
CHD4	5.47650482	5.394009879	5.816397469	5.623156	5.556067623	4.922645	5.03858543	4.796011047	6.058216906	5.281579566	6.052874489	5.573950084	5.919127906	6.06305203	5.216005	5.751003	5.982370743	5.230914	5.344797	6.001043322	5.433727304	5.029673735	5.032294836	5.77482395	6.046633	5.545906609	6.292619805	5.738419278	5.460726184	5.948649902	6.364159174	5.891778844	6.116389711	5.501550607	5.847273	6.125077	6.128606853	5.408634	5.540761949	6.104573595	6.072616057	5.251507027	6.252973805	5.117603625	4.943686952	4.86985167	6.04367	5.37073622	5.686873	5.434692	4.324940181	6.343830619	5.635989405	5.834208086	5.539416301	5.825210673	5.635446785	6.496662071	6.28800966	5.622520436	5.893427742	5.680163986	6.619097497	6.184996306	5.44993438	5.209441668	5.399006986	5.782358762	5.532348132	6.078601	5.618626298	5.794878494	6.068479499	5.915437243	5.794132498	5.98795293	5.119775311	6.128512	5.368942914	4.653948526	5.429117127	5.472013	4.852737979	6.178389978	5.648675389
CHEK1	2.428196	1.94287103	3.969454445	1.919874	2.99039219	2.305591	1.134549534	2.14110576	2.100540401	2.317622445	1.968938605	1.699196245	1.903385401	2.714795011	2.929431	2.063883	1.795642286	2.775388	1.870266	1.031324613	2.738443599	2.180529813	1.995629233	1.960548778	3.002757	1.277568239	2.433279971	3.150494689	2.516368211	2.659034013	1.857582955	2.309787369	2.506119508	3.543965982	2.9764	2.241108	2.084132315	1.709996	1.385099662	2.413350363	1.706331623	2.445700222	2.525292152	2.374677843	1.893478709	1.241046941	2.96353	3.34376312	2.200818	2.349875	1.428946345	3.732182353	2.479178814	2.219369903	2.233121118	2.75407509	2.498531719	2.767527683	1.986265293	2.0160327	3.259106737	3.182612852	2.707171362	1.651729096	2.036925267	3.031254025	3.803320044	3.812015535	2.313913343	2.168129	3.363801855	2.907582923	2.865384384	3.033035294	1.949646983	1.775134846	2.76415504	2.649316543	2.618144666	1.912266628	1.676673617	2.953619	2.224904644	1.800371893	1.716903123
CHMP1B	3.51237861	4.175660321	3.909149049	4.140533	4.658531411	3.592206	4.117537135	4.45266791	4.600584952	2.994109007	3.742038558	3.793937488	3.923691159	4.48019402	3.745829	3.334254	4.320881762	3.290395	3.888568	3.700595077	4.028798975	3.699951339	3.199546717	3.879499932	4.31532	3.112049522	3.66600665	4.26132771	4.665051614	3.801800171	2.7503278	3.938633954	2.82374936	4.265646924	2.909927	3.189587	3.798994025	3.237288	3.503552276	3.812395539	3.528871328	3.766595162	3.895254143	3.658862691	3.285535385	3.793906284	3.704927	3.63915111	3.773733	4.080999	4.397221113	2.807066354	3.788581315	3.779532892	5.278051675	3.640829127	3.916189988	4.609985387	4.51457678	3.27866875	4.039094516	3.793125962	4.030936341	3.805643283	4.77132043	3.672504547	4.347701086	3.568749625	3.438891632	4.512764	3.438173066	3.297074	3.664061803	4.27908494	3.399444565	4.087344026	3.484125238	3.168481585	3.256437048	3.289834465	2.781401682	2.267326	4.205986736	3.349252032	2.785320372
CHMP2A	3.51539708	4.899233647	3.916581738	4.542233	4.996067811	3.930103	4.683797496	3.386493684	4.464178138	4.420489139	4.793287263	4.177726483	4.717314505	4.263124571	3.43074	4.809121	4.168505653	5.503457	4.708408	4.131984509	4.594572435	5.093982647	5.17319141	6.163887129	4.667075	5.341007257	4.636067734	4.562913999	3.689008355	4.637900008	4.840543801	5.69443729	5.782450503	4.230103079	4.020636	3.775398	4.326300043	4.567266	3.720902258	3.994815025	3.834994307	4.430030972	5.052415894	5.142127485	4.761721421	4.56099613	3.832434	3.97207685	4.962387	5.048833	4.732388605	4.212787205	4.090379227	4.45416273	4.382155372	3.920026463	4.349499745	4.509607175	4.731449377	3.83935498	4.095696608	4.141261109	4.105770255	5.77781157	4.92258797	4.05338942	4.127344382	4.96202145	4.008791631	4.925525	3.882564799	3.686724618	3.946075792	4.071994292	3.775387728	4.74627514	4.878117143	4.201782827	5.094269856	3.963853244	4.864641791	4.072938	4.717572244	4.145017088	4.385900354
CHMP2B	2.3723671	3.134089481	3.720245627	3.618521	3.787171234	3.383912	3.70986407	3.931399406	4.609843592	2.783289011	2.909869089	3.111181585	3.747204768	3.088633495	3.461424	3.454308	3.088294273	2.301354	2.568665	3.048811614	3.457134594	3.734048403	3.326652391	2.242541535	3.18715	2.099800143	3.627186574	2.520045024	3.808755717	3.672730822	2.414487367	3.30898696	2.473059537	3.348034078	2.751699	2.408821	3.334310833	3.666552	3.153173005	2.474332202	3.046316431	3.962373187	2.546585829	3.272515951	3.605731366	3.092461173	2.360505	3.32213006	2.38416	3.611054	3.02103548	2.698174019	2.929185014	3.547005551	5.635075248	2.768544292	2.817827881	4.429823483	4.031015768	3.510860674	3.398446145	3.440713057	2.885867169	2.513869688	4.035755858	3.902912897	4.494044328	5.434704947	2.623070866	3.669957	3.30068019	2.874364191	3.833092483	3.244369544	4.568676673	3.244993583	2.119854145	2.931683057	2.812867836	2.702502407	3.442903697	3.135551	2.437573987	2.109895411	2.882916891
